metro,state_code,metro_state_code,count,company_1_id,company_1_name,company_1_website,company_1_industry,company_1_linkedin_url,company_1_count,company_2_id,company_2_name,company_2_website,company_2_industry,company_2_linkedin_url,company_2_count,company_3_id,company_3_name,company_3_website,company_3_industry,company_3_linkedin_url,company_3_count,company_4_id,company_4_name,company_4_website,company_4_industry,company_4_linkedin_url,company_4_count,company_5_id,company_5_name,company_5_website,company_5_industry,company_5_linkedin_url,company_5_count,company_6_id,company_6_name,company_6_website,company_6_industry,company_6_linkedin_url,company_6_count,company_7_id,company_7_name,company_7_website,company_7_industry,company_7_linkedin_url,company_7_count,company_8_id,company_8_name,company_8_website,company_8_industry,company_8_linkedin_url,company_8_count,company_9_id,company_9_name,company_9_website,company_9_industry,company_9_linkedin_url,company_9_count,company_10_id,company_10_name,company_10_website,company_10_industry,company_10_linkedin_url,company_10_count
"shreveport, louisiana",LA,"Shreveport, LA",138040,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,1844,willis-knighton-health-system,willis-knighton health system,wkhs.com,hospital & health care,linkedin.com/company/willis-knighton-health-system,1590,lsu-health-sciences-center,lsu health sciences center,lsuhsc.edu,hospital & health care,linkedin.com/company/lsu-health-sciences-center,1487,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,522,ochsner-lsu-health-shreveport,ochsner lsu health shreveport,ochsnerlsuhs.org,hospital & health care,linkedin.com/company/ochsner-lsu-health-shreveport,436,christus-health,christus health,christushealth.org,hospital & health care,linkedin.com/company/christus-health,419,greenacres-middle-school,greenacres middle school,bossierschools.org,think tanks,linkedin.com/company/greenacres-middle-school,374,louisiana-state-university-in-shreveport,louisiana state university shreveport,lsus.edu,higher education,linkedin.com/company/louisiana-state-university-in-shreveport,336,gdit,general dynamics information technology,gdit.com,information technology and services,linkedin.com/company/gdit,314,city-of-shreveport,city of shreveport,shreveportla.gov,government administration,linkedin.com/company/city-of-shreveport,290
"sierra vista, arizona",AZ,"Sierra Vista, AZ",33015,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,1107,cochise-college,cochise college,cochise.edu,higher education,linkedin.com/company/cochise-college,338,gdit,general dynamics information technology,gdit.com,information technology and services,linkedin.com/company/gdit,193,jacobs,jacobs,jacobs.com,construction,linkedin.com/company/jacobs,164,cochise-county,cochise county,cochise.az.gov,government administration,linkedin.com/company/cochise-county,129,northrop-grumman-corporation,northrop grumman,northropgrumman.com,defense & space,linkedin.com/company/northrop-grumman-corporation,124,canyon-vista-medical-center,canyon vista medical center,canyonvistamedicalcenter.com,hospital & health care,linkedin.com/company/canyon-vista-medical-center,113,arizona-department-of-corrections,arizona department of corrections,adc.state.az.us,law enforcement,linkedin.com/company/arizona-department-of-corrections,94,city-of-sierra-vista,city of sierra vista,None,transportation/trucking/railroad,linkedin.com/company/city-of-sierra-vista,79,chiricahua-community-health-centers-inc.,"chiricahua community health centers, inc.",cchci.org,hospital & health care,linkedin.com/company/chiricahua-community-health-centers-inc.,74
"sioux city, iowa",IA,"Sioux City, IA",48804,tyson-foods,tyson foods,tysonfoods.com,food production,linkedin.com/company/tyson-foods,583,great-west-casualty-company,great west casualty company,gwccnet.com,insurance,linkedin.com/company/great-west-casualty-company,324,cable-one,cable one,cableone.net,telecommunications,linkedin.com/company/cable-one,245,sioux-city-community-school-district,sioux city community school district,siouxcityschools.org,primary/secondary education,linkedin.com/company/sioux-city-community-school-district,238,morningside-college,morningside college,morningside.edu,higher education,linkedin.com/company/morningside-college,211,wells-enterprises,wells enterprises,wellsenterprisesinc.com,food production,linkedin.com/company/wells-enterprises,208,westerniowatech,western iowa tech community college,witcc.edu,higher education,linkedin.com/company/westerniowatech,203,briar-cliff-university,briar cliff university,briarcliff.edu,higher education,linkedin.com/company/briar-cliff-university,178,city-of-sioux-city,city of sioux city,sioux-city.org,government administration,linkedin.com/company/city-of-sioux-city,177,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,134
"sioux falls, south dakota",SD,"Sioux Falls, SD",126240,sanford-health,sanford health,sanfordhealth.org,hospital & health care,linkedin.com/company/sanford-health,3823,sioux-falls-school-district,sioux falls school district,sf.www.sf.k12.sd.us,primary/secondary education,linkedin.com/company/sioux-falls-school-district,1207,avera-health,avera health,avera.org,hospital & health care,linkedin.com/company/avera-health,1187,wellsfargo,wells fargo,wellsfargo.com,financial services,linkedin.com/company/wellsfargo,1173,avera-mckennan-hospital-&-university-health-center,avera mckennan hospital & university health center,averamckennan.org,hospital & health care,linkedin.com/company/avera-mckennan-hospital-&-university-health-center,1129,citi,citi,citigroup.com,financial services,linkedin.com/company/citi,892,premier-bankcard,first premier bank/premier bankcard,firstpremier.com,financial services,linkedin.com/company/premier-bankcard,614,raven-industries,raven industries,ravenind.com,electrical/electronic manufacturing,linkedin.com/company/raven-industries,375,cityofsiouxfalls,city of sioux falls,siouxfalls.org,government administration,linkedin.com/company/cityofsiouxfalls,332,gogpac,gpac,gogpac.com,staffing and recruiting,linkedin.com/company/gogpac,317
"south bend, indiana",IN,"South Bend, IN",136121,university-of-notre-dame,university of notre dame,nd.edu,higher education,linkedin.com/company/university-of-notre-dame,4857,south-bend-community-school-corporation,south bend community school corporation,sbcsc.k12.in.us,education management,linkedin.com/company/south-bend-community-school-corporation,1063,beacon-health-system,beacon health system,beaconhealthsystem.org,hospital & health care,linkedin.com/company/beacon-health-system,932,1st-source-bank,1st source bank,1stsource.com,banking,linkedin.com/company/1st-source-bank,542,indiana-university-south-bend,indiana university south bend,iusb.edu,higher education,linkedin.com/company/indiana-university-south-bend,542,saint-joseph-health-services,saint joseph health system (indiana),sjmed.com,hospital & health care,linkedin.com/company/saint-joseph-health-services,542,memorial-hospital-of-south-bend,memorial hospital of south bend,qualityoflife.org,hospital & health care,linkedin.com/company/memorial-hospital-of-south-bend,524,lippert-components-inc-,"lippert components, inc.",lci1.com,automotive,linkedin.com/company/lippert-components-inc-,470,city-of-south-bend,city of south bend,southbendin.gov,government administration,linkedin.com/company/city-of-south-bend,328,press-ganey-associates,press ganey,pressganey.com,hospital & health care,linkedin.com/company/press-ganey-associates,325
"spartanburg, south carolina",SC,"Spartanburg, SC",91636,spartanburg-regional-healthcare-system,spartanburg regional healthcare system,spartanburgregional.com,hospital & health care,linkedin.com/company/spartanburg-regional-healthcare-system,1880,milliken-&-company,milliken & company,milliken.com,textiles,linkedin.com/company/milliken-&-company,553,bmw-manufacturing,"bmw manufacturing co., llc",bmwusfactory.com,automotive,linkedin.com/company/bmw-manufacturing,537,adidas,adidas,adidas.com,sporting goods,linkedin.com/company/adidas,411,american-credit-acceptance,american credit acceptance,americancreditacceptance.com,financial services,linkedin.com/company/american-credit-acceptance,342,bmw-group,bmw group,bmwgroup.com,executive office,linkedin.com/company/bmw-group,261,afl-2,afl,aflglobal.com,telecommunications,linkedin.com/company/afl-2,258,wofford-college,wofford college,wofford.edu,higher education,linkedin.com/company/wofford-college,255,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,230,spartanburg-district-five,spartanburg district five schools,spart5.net,education management,linkedin.com/company/spartanburg-district-five,181
"spokane, washington",WA,"Spokane, WA",231897,spokane-public-schools,spokane public schools,spokaneschools.org,primary/secondary education,linkedin.com/company/spokane-public-schools,1554,eastern-washington-university,eastern washington university,ewu.edu,higher education,linkedin.com/company/eastern-washington-university,1463,gonzaga-university,gonzaga university,gonzaga.edu,higher education,linkedin.com/company/gonzaga-university,1325,providence-health-and-services,providence health & services,providence.org,hospital & health care,linkedin.com/company/providence-health-and-services,1174,avista,avista,avistautilities.com,utilities,linkedin.com/company/avista,863,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,843,community-colleges-of-spokane,community colleges of spokane,spokane.edu,higher education,linkedin.com/company/community-colleges-of-spokane,822,city-of-spokane,city of spokane,spokanecity.org,government administration,linkedin.com/company/city-of-spokane,598,washington-state-university,washington state university,wsu.edu,higher education,linkedin.com/company/washington-state-university,549,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,536
"springfield, illinois",IL,"Springfield, IL",89155,state-of-illinois,state of illinois,illinois.gov,government administration,linkedin.com/company/state-of-illinois,2322,memorial-health-system-il,memorial health system (il),choosememorial.org,hospital & health care,linkedin.com/company/memorial-health-system-il,1252,springfield-clinic,springfield clinic,springfieldclinic.com,medical practice,linkedin.com/company/springfield-clinic,898,siu-medicine,siu medicine,siumed.edu,hospital & health care,linkedin.com/company/siu-medicine,875,st--john's-hospital,hshs st. john's hospital,st-johns.org,hospital & health care,linkedin.com/company/st--john's-hospital,869,horace-mann,horace mann,horacemann.com,insurance,linkedin.com/company/horace-mann,672,university-of-illinois-at-springfield,university of illinois springfield,uis.edu,higher education,linkedin.com/company/university-of-illinois-at-springfield,595,springfield-public-school-district-186,springfield public school district 186,springfield.k12.il.us,education management,linkedin.com/company/springfield-public-school-district-186,551,illinois-department-of-transportation,illinois department of transportation,idot.illinois.gov,transportation/trucking/railroad,linkedin.com/company/illinois-department-of-transportation,341,lincoln-land-community-college,lincoln land community college,llcc.edu,higher education,linkedin.com/company/lincoln-land-community-college,311
"springfield, massachusetts",MA,"Springfield, MA",304140,umassamherst,"university of massachusetts, amherst",umass.edu,higher education,linkedin.com/company/umassamherst,4905,baystate-health,baystate health,baystatehealth.org,hospital & health care,linkedin.com/company/baystate-health,3939,massmutual-financial-group,massmutual financial group,massmutual.com,financial services,linkedin.com/company/massmutual-financial-group,2976,baystate-medical-center,baystate medical center,None,hospital & health care,linkedin.com/company/baystate-medical-center,1367,smithcollege,smith college,smith.edu,higher education,linkedin.com/company/smithcollege,1257,springfield-public-schools,springfield missouri public schools,springfieldpublicschoolsmo.org,education management,linkedin.com/company/springfield-public-schools,1138,university-of-massachusetts,university of massachusetts,massachusetts.edu,higher education,linkedin.com/company/university-of-massachusetts,1119,amherst-college,amherst college,amherst.edu,higher education,linkedin.com/company/amherst-college,834,commonwealth-of-massachusetts,commonwealth of massachusetts,mass.gov/jobs,government administration,linkedin.com/company/commonwealth-of-massachusetts,794,big-y-foods,big y world class market,bigy.com,supermarkets,linkedin.com/company/big-y-foods,787
"springfield, missouri",MO,"Springfield, MO",174551,coxhealth,coxhealth,coxhealth.com,hospital & health care,linkedin.com/company/coxhealth,2367,missouri-state-university,missouri state university,missouristate.edu,higher education,linkedin.com/company/missouri-state-university,2352,mercy,mercy,mercy.net,hospital & health care,linkedin.com/company/mercy,2044,springfield-public-schools,springfield missouri public schools,springfieldpublicschoolsmo.org,education management,linkedin.com/company/springfield-public-schools,1309,bassproshops,bass pro shops,basspro.com,retail,linkedin.com/company/bassproshops,1021,o'reilly-auto-parts,o'reilly auto parts,oreillyauto.com,retail,linkedin.com/company/o'reilly-auto-parts,977,jack-henry-&-associates,jack henry & associates,jackhenry.com,computer software,linkedin.com/company/jack-henry-&-associates,794,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,711,ozarks-technical-community-college,ozarks technical community college,otc.edu,higher education,linkedin.com/company/ozarks-technical-community-college,596,expedia,"expedia, inc.",lifeatexpedia.com,internet,linkedin.com/company/expedia,514
"springfield, ohio",OH,"Springfield, OH",37677,assurant,assurant,assurant.com,insurance,linkedin.com/company/assurant,378,speedway-llc,speedway llc,speedway.com,retail,linkedin.com/company/speedway-llc,225,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,222,wittenberg-university,wittenberg university,wittenberg.edu,higher education,linkedin.com/company/wittenberg-university,220,mercyhealth-chp,mercy health,mercy.com,hospital & health care,linkedin.com/company/mercyhealth-chp,205,clark-state-community-college,clark state community college,clarkstate.edu,higher education,linkedin.com/company/clark-state-community-college,193,navistar-inc,navistar inc,navistar.com,transportation/trucking/railroad,linkedin.com/company/navistar-inc,187,konecranes,konecranes,konecranes.com,machinery,linkedin.com/company/konecranes,92,gordon-food-service,gordon food service,gfs.com,food & beverages,linkedin.com/company/gordon-food-service,83,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,82
"st. cloud, minnesota",MN,"St. Cloud, MN",52333,centracare,centracare,centracare.com,hospital & health care,linkedin.com/company/centracare,932,st.-cloud-state-university,st. cloud state university,stcloudstate.edu,higher education,linkedin.com/company/st.-cloud-state-university,689,st--cloud-hospital,st. cloud hospital,None,hospital & health care,linkedin.com/company/st--cloud-hospital,558,isd-742,st. cloud area school district 742,isd742.org,education management,linkedin.com/company/isd-742,283,coborn's-inc.,"coborn's, inc.",cobornsinc.com,supermarkets,linkedin.com/company/coborn's-inc.,240,andersontruckingservice,anderson trucking service,atsinc.com,transportation/trucking/railroad,linkedin.com/company/andersontruckingservice,222,csbsju,college of saint benedict and saint john’s university,csbsju.edu,higher education,linkedin.com/company/csbsju,220,capital-one,capital one,capitalone.com,financial services,linkedin.com/company/capital-one,210,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,168,stearns-county,stearns county mn,co.stearns.mn.us,government administration,linkedin.com/company/stearns-county,155
"st. george, utah",UT,"St. George, UT",29038,intermountain-healthcare,intermountain healthcare,intermountainhealthcare.org,hospital & health care,linkedin.com/company/intermountain-healthcare,432,washington-county-school-district,washington county school district,washk12.org,education management,linkedin.com/company/washington-county-school-district,290,dixiestate,dixie state university,dixie.edu,education management,linkedin.com/company/dixiestate,210,skywest-airlines,skywest airlines,skywest.com,airlines/aviation,linkedin.com/company/skywest-airlines,104,city-of-st.-george,city of st. george,sgcity.org,government administration,linkedin.com/company/city-of-st.-george,92,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,63,captioncall,captioncall,captioncall.com,telecommunications,linkedin.com/company/captioncall,44,wcsd,wcsd,None,education management,linkedin.com/company/wcsd,38,era-brokers-consolidated,era brokers consolidated,erabrokers.com,real estate,linkedin.com/company/era-brokers-consolidated,37,national-park-service,national park service,nps.gov,government administration,linkedin.com/company/national-park-service,36
"st. joseph, missouri",MO,"St. Joseph, MO",26340,mosaic-life-care,mosaic life care,mymosaiclifecare.org,"health, wellness and fitness",linkedin.com/company/mosaic-life-care,586,boehringer-ingelheim,boehringer ingelheim,boehringer-ingelheim.com,pharmaceuticals,linkedin.com/company/boehringer-ingelheim,357,heartland-health,heartland health,heartland-health.com,hospital & health care,linkedin.com/company/heartland-health,315,altec,altec,altec.com,machinery,linkedin.com/company/altec,313,st-joseph-school-district,st. joseph school district,sjsd.k12.mo.us,education management,linkedin.com/company/st-joseph-school-district,303,american-family-insurance,american family insurance,amfam.com,insurance,linkedin.com/company/american-family-insurance,270,missouri-western-state-university--st.-joseph-mo,"missouri western state university--st. joseph, mo",missouriwestern.edu,higher education,linkedin.com/company/missouri-western-state-university--st.-joseph-mo,189,triumph-foods-llc,triumph foods llc,triumphfoods.com,food production,linkedin.com/company/triumph-foods-llc,173,herzogcompanies,herzog,herzog.com,construction,linkedin.com/company/herzogcompanies,112,missouri-western-state-university,missouri western state university (athletic department),None,None,linkedin.com/company/missouri-western-state-university,108
"st. louis, missouri",MO,"St. Louis, MO",1077419,washington-university-in-st-louis,washington university in st. louis,wustl.edu,higher education,linkedin.com/company/washington-university-in-st-louis,9499,boeing,boeing,boeing.com,aviation & aerospace,linkedin.com/company/boeing,9256,ssm-health-care,ssm health,ssmhc.com,hospital & health care,linkedin.com/company/ssm-health-care,4666,edward-jones,edward jones,edwardjones.com,financial services,linkedin.com/company/edward-jones,4512,mercy,mercy,mercy.net,hospital & health care,linkedin.com/company/mercy,4287,bjc-healthcare,bjc healthcare,bjc.org,hospital & health care,linkedin.com/company/bjc-healthcare,4283,saint-louis-university,saint louis university,slu.edu,higher education,linkedin.com/company/saint-louis-university,3957,barnes-jewish-hospital,barnes-jewish hospital,barnesjewish.org,hospital & health care,linkedin.com/company/barnes-jewish-hospital,3828,washington-university-school-of-medicine,washington university school of medicine in st. louis,medicine.wustl.edu,hospital & health care,linkedin.com/company/washington-university-school-of-medicine,3517,centene-corporation,centene corporation,centene.com,hospital & health care,linkedin.com/company/centene-corporation,3456
"state college, pennsylvania",PA,"State College, PA",76411,penn-state-university,penn state university,psu.edu,higher education,linkedin.com/company/penn-state-university,9299,state-college-area-school-district,state college area school district,scasd.org,primary/secondary education,linkedin.com/company/state-college-area-school-district,495,mount-nittany-medical-center,mount nittany medical center,mountnittany.org,hospital & health care,linkedin.com/company/mount-nittany-medical-center,331,accuweather,accuweather,accuweather.com,media production,linkedin.com/company/accuweather,268,geisinger,geisinger,geisinger.org,hospital & health care,linkedin.com/company/geisinger,238,restek-corporation,restek corporation,restek.com,chemicals,linkedin.com/company/restek-corporation,153,centre-county-government,centre county government,centrecountypa.gov,government administration,linkedin.com/company/centre-county-government,130,bald-eagle-area-school-district,bald eagle area school district,beasd.org,education management,linkedin.com/company/bald-eagle-area-school-district,126,arl-psu,penn state university,arl.arl.psu.edu,defense & space,linkedin.com/company/arl-psu,124,minitab,minitab,minitab.com,computer software,linkedin.com/company/minitab,121
"staunton, virginia",VA,"Staunton, VA",33578,augusta-health,augusta health,augustahealth.com,hospital & health care,linkedin.com/company/augusta-health,686,henrico-county-public-schoolss,henrico county public schools,None,None,linkedin.com/company/henrico-county-public-schoolss,323,augusta-county-public-schools,augusta county public schools,None,medical practice,linkedin.com/company/augusta-county-public-schools,303,mary-baldwin-university,mary baldwin university,marybaldwin.edu,higher education,linkedin.com/company/mary-baldwin-university,207,uva-health-system,uva health system,None,hospital & health care,linkedin.com/company/uva-health-system,143,daikin-applied,daikin applied americas,daikinapplied.com,mechanical or industrial engineering,linkedin.com/company/daikin-applied,138,james-madison-university,james madison university,jmu.edu,higher education,linkedin.com/company/james-madison-university,114,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,114,university-of-virginia,university of virginia,virginia.edu,higher education,linkedin.com/company/university-of-virginia,104,mckee-foods-corporation,mckee foods corporation,mckeefoods.com,food production,linkedin.com/company/mckee-foods-corporation,93
"stockton, california",CA,"Stockton, CA",243654,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,1840,kaiser-permanente,kaiser permanente,kp.org,hospital & health care,linkedin.com/company/kaiser-permanente,1807,university-of-the-pacific,university of the pacific,pacific.edu,higher education,linkedin.com/company/university-of-the-pacific,1217,stocktonunified,stockton unified school district,stocktonusd.net,primary/secondary education,linkedin.com/company/stocktonunified,1200,tesla-motors,tesla,tesla.com,automotive,linkedin.com/company/tesla-motors,1129,lodiusd,lodi unified school district,lodiusd.net,education management,linkedin.com/company/lodiusd,705,lawrence-livermore-national-laboratory,lawrence livermore national laboratory,llnl.gov,research,linkedin.com/company/lawrence-livermore-national-laboratory,645,city-of-stockton,"city of stockton, ca",stocktonca.gov,government administration,linkedin.com/company/city-of-stockton,629,san-joaquin-delta-college,san joaquin delta college,deltacollege.edu,higher education,linkedin.com/company/san-joaquin-delta-college,573,manteca-unified-school-district,manteca unified school district,mantecausd.net,education management,linkedin.com/company/manteca-unified-school-district,548
"sumter, south carolina",SC,"Sumter, SC",43273,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,1330,sumter-school-district,sumter school district,sumterschools.net,education management,linkedin.com/company/sumter-school-district,558,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,295,bd1,bd,bd.com,medical devices,linkedin.com/company/bd1,235,continental,continental,continental-corporation.com,automotive,linkedin.com/company/continental,229,eaton,eaton,eaton.com,electrical/electronic manufacturing,linkedin.com/company/eaton,210,pilgrims-corp,pilgrim's,pilgrims.com,food production,linkedin.com/company/pilgrims-corp,201,central-carolina-technical-college,central carolina technical college,None,None,linkedin.com/company/central-carolina-technical-college,178,sykes,"sykes enterprises, incorporated",sykes.com,outsourcing/offshoring,linkedin.com/company/sykes,176,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,164
"syracuse, new york",NY,"Syracuse, NY",296360,syracuse-university,syracuse university,syr.edu,higher education,linkedin.com/company/syracuse-university,4972,suny-upstate-medical-university,state university of new york upstate medical university,upstate.edu,hospital & health care,linkedin.com/company/suny-upstate-medical-university,2949,syracuse-city-school-district,syracuse city school district,joinsyracusecityschools.com,primary/secondary education,linkedin.com/company/syracuse-city-school-district,1779,national-grid,national grid,nationalgrid.com,utilities,linkedin.com/company/national-grid,1690,lockheed-martin,lockheed martin,lockheedmartin.com,defense & space,linkedin.com/company/lockheed-martin,1226,state-university-of-new-york-at-oswego,state university of new york at oswego,oswego.edu,higher education,linkedin.com/company/state-university-of-new-york-at-oswego,1155,crouse-hospital,crouse health,crouse.org,hospital & health care,linkedin.com/company/crouse-hospital,1118,onondaga-county,onondaga county,ongov.net,government administration,linkedin.com/company/onondaga-county,975,colgateuniversity,colgate university,colgate.edu,higher education,linkedin.com/company/colgateuniversity,852,st-joseph's-hospital-health-center,st. joseph's health,sjhsyr.org,hospital & health care,linkedin.com/company/st-joseph's-hospital-health-center,709
"tallahassee, florida",FL,"Tallahassee, FL",222167,florida-state-university,florida state university,fsu.edu,higher education,linkedin.com/company/florida-state-university,7784,state-of-florida,state of florida,myflorida.com,government administration,linkedin.com/company/state-of-florida,2143,tallahasseememorial,tallahassee memorial healthcare,tmh.org,hospital & health care,linkedin.com/company/tallahasseememorial,2127,florida-a&m-university,florida a&m university,famu.edu,higher education,linkedin.com/company/florida-a&m-university,1469,leon-county-schools,leon county schools,leon.k12.fl.us,education management,linkedin.com/company/leon-county-schools,1406,city-of-tallahassee,city of tallahassee,talgov.com,government administration,linkedin.com/company/city-of-tallahassee,1282,florida-department-of-health,florida health,flhealth.gov,government administration,linkedin.com/company/florida-department-of-health,835,florida-department-of-children-and-families,florida department of children and families,state.fl.us,government administration,linkedin.com/company/florida-department-of-children-and-families,744,tallahassee-community-college,tallahassee community college,tcc.fl.edu,higher education,linkedin.com/company/tallahassee-community-college,716,florida-department-of-environmental-protection,florida department of environmental protection,dep.state.fl.us,environmental services,linkedin.com/company/florida-department-of-environmental-protection,624
"tampa, florida",FL,"Tampa, FL",1626679,usouthflorida,university of south florida,usf.edu,higher education,linkedin.com/company/usouthflorida,9666,citi,citi,citigroup.com,financial services,linkedin.com/company/citi,7675,baycare-health-system,baycare health system,baycare.org,hospital & health care,linkedin.com/company/baycare-health-system,7620,hillsboroughschools,hillsborough county public schools,sdhc.k12.fl.us,primary/secondary education,linkedin.com/company/hillsboroughschools,7562,pinellascountyschools,pinellas county schools,pcsb.org,education management,linkedin.com/company/pinellascountyschools,6017,moffitt-cancer-center,moffitt cancer center,moffitt.org,hospital & health care,linkedin.com/company/moffitt-cancer-center,4862,publix-super-markets,publix super markets,publix.com,retail,linkedin.com/company/publix-super-markets,4778,tampa-general-hospital,tampa general hospital,tgh.org,hospital & health care,linkedin.com/company/tampa-general-hospital,4555,raymond-james-financial-inc-,raymond james,raymondjames.com,financial services,linkedin.com/company/raymond-james-financial-inc-,4421,district-school-board-of-pasco-county,district school board of pasco county,pasco.k12.fl.us,education management,linkedin.com/company/district-school-board-of-pasco-county,4272
"terre haute, indiana",IN,"Terre Haute, IN",65594,indiana-state-university,indiana state university,indstate.edu,higher education,linkedin.com/company/indiana-state-university,1544,vigo-county-school-corporation,vigo county school corporation,vigoschools.org,education management,linkedin.com/company/vigo-county-school-corporation,868,union-hospital,union hospital,myunionhospital.org,hospital & health care,linkedin.com/company/union-hospital,624,rose-hulman-institute-of-technology,rose-hulman institute of technology,rose-hulman.edu,higher education,linkedin.com/company/rose-hulman-institute-of-technology,539,greatdane,great dane,greatdane.com,transportation/trucking/railroad,linkedin.com/company/greatdane,307,state-of-indiana,state of indiana,in.gov,government relations,linkedin.com/company/state-of-indiana,279,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,247,sony-dadc,sony dadc,sonydadc.com,logistics and supply chain,linkedin.com/company/sony-dadc,214,hcionline,"hamilton center, inc.",hamiltoncenter.org,mental health care,linkedin.com/company/hcionline,194,first-financial-bank-na,first financial bank na,first-online.com,banking,linkedin.com/company/first-financial-bank-na,184
"texarkana, texas",TX,"Texarkana, TX",44282,christus-health,christus health,christushealth.org,hospital & health care,linkedin.com/company/christus-health,460,red-river-army-depot,red river army depot,None,civil engineering,linkedin.com/company/red-river-army-depot,266,cooper-tire-&-rubber-company,cooper tire & rubber company,coopertire.com,automotive,linkedin.com/company/cooper-tire-&-rubber-company,247,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,239,cable-one,cable one,cableone.net,telecommunications,linkedin.com/company/cable-one,185,domtar,domtar,domtar.com,paper & forest products,linkedin.com/company/domtar,183,texarkana-isd,texarkana isd,None,education management,linkedin.com/company/texarkana-isd,180,texas-a&m-university---texarkana,texas a&m university-texarkana,tamut.edu,education management,linkedin.com/company/texas-a&m-university---texarkana,179,texarkana-college,texarkana college,texarkanacollege.edu,higher education,linkedin.com/company/texarkana-college,147,texarkana-independent-school-district,texarkana independent school district,txkisd.net,education management,linkedin.com/company/texarkana-independent-school-district,131
"the villages, florida",FL,"The Villages, FL",31485,the-villages,the villages,villageskids.org,individual & family services,linkedin.com/company/the-villages,101,central-florida-health-alliance,central florida health,centralfloridahealth.org,hospital & health care,linkedin.com/company/central-florida-health-alliance,47,citizens-first-corporation-czfc,citizens first bank,citizensfirstbank.com,banking,linkedin.com/company/citizens-first-corporation-czfc,47,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,46,publix-super-markets,publix super markets,publix.com,retail,linkedin.com/company/publix-super-markets,41,the-villages-health-system-llc,"the villages health system, llc",thevillageshealth.com,hospital & health care,linkedin.com/company/the-villages-health-system-llc,40,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,35,south-sumter-high-school,south sumter high school,None,education management,linkedin.com/company/south-sumter-high-school,34,at&t,at&t,att.com,telecommunications,linkedin.com/company/at&t,27,lake-county-schools,lake county schools,lake.k12.fl.us,primary/secondary education,linkedin.com/company/lake-county-schools,27
"toledo, ohio",OH,"Toledo, OH",284507,promedica,promedica,promedica.org,hospital & health care,linkedin.com/company/promedica,4365,utoled,university of toledo college of arts and sciences instrumentation center/department of chemistry,utoledo.edu,higher education,linkedin.com/company/utoled,3833,bowling-green-state-university,bowling green state university,bgsu.edu,higher education,linkedin.com/company/bowling-green-state-university,2619,toledo-public-schools,toledo public schools,tps.org,education management,linkedin.com/company/toledo-public-schools,1913,owens-corning,owens corning,owenscorning.com,building materials,linkedin.com/company/owens-corning,1114,dana-incorporated,dana incorporated,dana.com,automotive,linkedin.com/company/dana-incorporated,863,mercyhealth-chp,mercy health,mercy.com,hospital & health care,linkedin.com/company/mercyhealth-chp,842,first-solar,first solar,firstsolar.com,renewables & environment,linkedin.com/company/first-solar,786,owens-community-college,owens community college,owens.edu,higher education,linkedin.com/company/owens-community-college,721,kroger,kroger,thekrogerco.com,retail,linkedin.com/company/kroger,646
"topeka, kansas",KS,"Topeka, KS",98427,stormont-vail-healthcare,stormont vail health,stormontvail.org,hospital & health care,linkedin.com/company/stormont-vail-healthcare,1564,state-of-kansas,state of kansas,ks.gov,government administration,linkedin.com/company/state-of-kansas,1164,washburn-university,washburn university,washburn.edu,higher education,linkedin.com/company/washburn-university,810,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,800,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,534,advisors-excel,advisors excel,advisorsexcel.com,financial services,linkedin.com/company/advisors-excel,469,topeka-public-schools,topeka public schools,topekapublicschools.net,education management,linkedin.com/company/topeka-public-schools,462,auburn-washburn-usd-437,auburn-washburn usd 437,usd437.net,education management,linkedin.com/company/auburn-washburn-usd-437,408,city-of-topeka,city of topeka,topeka.org,government administration,linkedin.com/company/city-of-topeka,384,bluekc,blue cross and blue shield of kansas city,bluekc.com,insurance,linkedin.com/company/bluekc,375
