metro,origin,destination,duration
"Louisville/Jefferson County, KY-IN", "Louisville Slugger Museum & Factory","Commonwealth Theatre Center",419
"Louisville/Jefferson County, KY-IN", "Kentucky Derby Museum","Churchill Downs",66
"Louisville/Jefferson County, KY-IN", "Commonwealth Theatre Center","Louisville International Airport",1149
"Louisville/Jefferson County, KY-IN", "Louisville International Airport","Kentucky Derby Museum",1065
"Lubbock, TX", "Mae Simmons Park","Lubbock Preston Smith International Airport",738
"Lubbock, TX", "Buddy Holly Center","Texas Tech University",506
"Lubbock, TX", "Museum of Texas Tech University","Mae Simmons Park",589
"Lubbock, TX", "Texas Tech University","Lubbock Preston Smith International Airport",1018
"Lubbock, TX", "Lubbock Preston Smith International Airport","Museum of Texas Tech University",894
"Lynchburg, VA", "Thomas Jefferson's Poplar Forest","Lynchburg Regional Airport",851
"Lynchburg, VA", "Amazement Square","Liberty University",688
"Lynchburg, VA", "The Nature Zone","Thomas Jefferson's Poplar Forest",1219
"Lynchburg, VA", "Liberty University","Lynchburg Regional Airport",316
"Lynchburg, VA", "Lynchburg Regional Airport","The Nature Zone",948
"Macon-Bibb County, GA", "Fort Hawkins","Middle Georgia Regional Airport",1134
"Macon-Bibb County, GA", "Hay House","Central Georgia Technical College",688
"Macon-Bibb County, GA", "The Allman Brothers Band Museum at The Big House","Fort Hawkins",538
"Macon-Bibb County, GA", "Central Georgia Technical College","Middle Georgia Regional Airport",1049
"Macon-Bibb County, GA", "Middle Georgia Regional Airport","The Allman Brothers Band Museum at The Big House",1004
"Madera, CA", "Quady Winery","Madera Municipal Airport",655
"Madera, CA", "Fossil Discovery Center of Madera County","Madera Community College",1037
"Madera, CA", "McNally Park","Quady Winery",721
"Madera, CA", "Madera Community College","Madera Municipal Airport",722
"Madera, CA", "Madera Municipal Airport","McNally Park",625
"Madison, WI", "Madison Children's Museum","Dane County Regional Airport",986
"Madison, WI", "Wisconsin State Capitol","University of Wisconsin-Madison",588
"Madison, WI", "Chazen Museum of Art","Madison Children's Museum",384
"Madison, WI", "University of Wisconsin-Madison","Dane County Regional Airport",1386
"Madison, WI", "Dane County Regional Airport","Chazen Museum of Art",1182
"Manchester-Nashua, NH", "Spooky World Presents Nightmare New England","Manchester-Boston Regional Airport",697
"Manchester-Nashua, NH", "Mine Falls Park","Nashua Community College",773
"Manchester-Nashua, NH", "Canobie Lake Park","Spooky World Presents Nightmare New England",1775
"Manchester-Nashua, NH", "Nashua Community College","Manchester-Boston Regional Airport",1303
"Manchester-Nashua, NH", "Manchester-Boston Regional Airport","Canobie Lake Park",1735
"Manhattan, KS", "CiCo Park","Manhattan Regional Airport",738
"Manhattan, KS", "Sunset Zoo","Kansas State University",417
"Manhattan, KS", "Tuttle Creek State Park","CiCo Park",772
"Manhattan, KS", "Kansas State University","Manhattan Regional Airport",845
"Manhattan, KS", "Manhattan Regional Airport","Tuttle Creek State Park",1330
"Mankato, MN", "Mount Kato Ski Area","Mankato Regional Airport",1293
"Mankato, MN", "Chankaska Creek Ranch, Winery, & Distillery","Centennial Student Union",1186
"Mankato, MN", "Land of Memories Park (Wokisuye Makoce)","Mount Kato Ski Area",358
"Mankato, MN", "Centennial Student Union","Mankato Regional Airport",994
"Mankato, MN", "Mankato Regional Airport","Land of Memories Park (Wokisuye Makoce)",1069
"Mansfield, OH", "Malabar Farm State Park","Mansfield Lahm Regional Airport",1601
"Mansfield, OH", "Central Park","Mount Vernon Nazarene University",425
"Mansfield, OH", "Richland Carrousel Park","Malabar Farm State Park",1145
"Mansfield, OH", "Mount Vernon Nazarene University","Mansfield Lahm Regional Airport",729
"Mansfield, OH", "Mansfield Lahm Regional Airport","Richland Carrousel Park",521
"McAllen-Edinburg-Mission, TX", "Museum of South Texas History","South Texas International Airport At Edinburg",920
"McAllen-Edinburg-Mission, TX", "Samuel Baltazar","The University of Texas Rio Grande Valley",527
"McAllen-Edinburg-Mission, TX", "Crossings Park","Museum of South Texas History",818
"McAllen-Edinburg-Mission, TX", "The University of Texas Rio Grande Valley","South Texas International Airport At Edinburg",1084
"McAllen-Edinburg-Mission, TX", "South Texas International Airport At Edinburg","Crossings Park",1533
"Medford, OR", "Crater Lake National Park Trust","Rogue Valley Memorial Hospital Heliport",730
"Medford, OR", "Oregon Shakespeare Festival","Rogue Community College - Riverside Campus",1206
"Medford, OR", "RoxyAnn Winery","Crater Lake National Park Trust",626
"Medford, OR", "Rogue Community College - Riverside Campus","Rogue Valley Memorial Hospital Heliport",614
"Medford, OR", "Rogue Valley Memorial Hospital Heliport","RoxyAnn Winery",327
"Memphis, TN-MS-AR", "Graceland","Memphis International Airport (MEM)",588
"Memphis, TN-MS-AR", "National Civil Rights Museum","University of Memphis",1254
"Memphis, TN-MS-AR", "Memphis-Arkansas Bridge","Graceland",1238
"Memphis, TN-MS-AR", "University of Memphis","Memphis International Airport (MEM)",1043
"Memphis, TN-MS-AR", "Memphis International Airport (MEM)","Memphis-Arkansas Bridge",1177
"Merced, CA", "Merced National Wildlife Refuge","Merced Regional Airport",1333
"Merced, CA", "Merced County Courthouse Museum","Merced College",484
"Merced, CA", "Lake Yosemite County Park","Merced National Wildlife Refuge",2211
"Merced, CA", "Merced College","Merced Regional Airport",995
"Merced, CA", "Merced Regional Airport","Lake Yosemite County Park",1305
"Miami-Fort Lauderdale-Pompano Beach, FL", "Museum of Discovery and Science","Fort Lauderdale-Hollywood International Airport",944
"Miami-Fort Lauderdale-Pompano Beach, FL", "Tradewinds Park & Stables","Broward College - North Campus",632
"Miami-Fort Lauderdale-Pompano Beach, FL", "Sugar Sand Park","Museum of Discovery and Science",1459
"Miami-Fort Lauderdale-Pompano Beach, FL", "Broward College - North Campus","Fort Lauderdale-Hollywood International Airport",1672
"Miami-Fort Lauderdale-Pompano Beach, FL", "Fort Lauderdale-Hollywood International Airport","Sugar Sand Park",1840
"Michigan City-La Porte, IN", "Indiana Dunes National Park","Michigan City Municipal Airport - Phillips Field",1526
"Michigan City-La Porte, IN", "Indiana Dunes State Park","Purdue University Northwest - Westville Campus",1462
"Michigan City-La Porte, IN", "Shady Creek Winery","Indiana Dunes National Park",1580
"Michigan City-La Porte, IN", "Purdue University Northwest - Westville Campus","Michigan City Municipal Airport - Phillips Field",968
"Michigan City-La Porte, IN", "Michigan City Municipal Airport - Phillips Field","Shady Creek Winery",175
"Midland, MI", "Dow Gardens","MBS International Airport (MBS)",1161
"Midland, MI", "Spray Park-Gerstacker","Davenport University - Great Lakes Bay Campus",589
"Midland, MI", "Chippewassee Park","Dow Gardens",339
"Midland, MI", "Davenport University - Great Lakes Bay Campus","MBS International Airport (MBS)",814
"Midland, MI", "MBS International Airport (MBS)","Chippewassee Park",1255
"Midland, TX", "Bush Family Home State Historic Site","Midland International Air & Space Port",1029
"Midland, TX", "Ulmer Park","University Lands",624
"Midland, TX", "Henderson Park","Bush Family Home State Historic Site",575
"Midland, TX", "University Lands","Midland International Air & Space Port",1345
"Midland, TX", "Midland International Air & Space Port","Henderson Park",779
"Milwaukee-Waukesha, WI", "Milwaukee County Zoo","Waukesha County Airport",1112
"Milwaukee-Waukesha, WI", "Sky Zone Trampoline Park","Brookfield Central High School",696
"Milwaukee-Waukesha, WI", "Pettit National Ice Center","Milwaukee County Zoo",449
"Milwaukee-Waukesha, WI", "Brookfield Central High School","Waukesha County Airport",988
"Milwaukee-Waukesha, WI", "Waukesha County Airport","Pettit National Ice Center",1044
"Minneapolis-St. Paul-Bloomington, MN-WI", "Riggs County Park","J & L Aviation Airport-WS46",653
"Minneapolis-St. Paul-Bloomington, MN-WI", "Dartford Historical Society","Ripon College",721
"Minneapolis-St. Paul-Bloomington, MN-WI", "Waupun Truck-N-Show","Riggs County Park",1242
"Minneapolis-St. Paul-Bloomington, MN-WI", "Ripon College","J & L Aviation Airport-WS46",418
"Minneapolis-St. Paul-Bloomington, MN-WI", "J & L Aviation Airport-WS46","Waupun Truck-N-Show",1612
"Missoula, MT", "Rocky Mountain Elk Foundation","Missoula Montana Airport",508
"Missoula, MT", "Splash Montana","University of Montana",519
"Missoula, MT", "Ten Spoon Vineyard and Winery","Rocky Mountain Elk Foundation",775
"Missoula, MT", "University of Montana","Missoula Montana Airport",923
"Missoula, MT", "Missoula Montana Airport","Ten Spoon Vineyard and Winery",1004
"Mobile, AL", "USS ALABAMA Battleship Memorial Park","Mobile Regional Airport",2226
"Mobile, AL", "Five Rivers Delta Center","Spring Hill College",1362
"Mobile, AL", "Cathedral-Basilica of the Immaculate Conception","USS ALABAMA Battleship Memorial Park",456
"Mobile, AL", "Spring Hill College","Mobile Regional Airport",1431
"Mobile, AL", "Mobile Regional Airport","Cathedral-Basilica of the Immaculate Conception",2108
"Modesto, CA", "Smyrna Community Park","Modesto City–County Airport",413
"Modesto, CA", "Turlock Regional Sports Complex","California State University, Stanislaus",530
"Modesto, CA", "Caswell Memorial State Park","Smyrna Community Park",1795
"Modesto, CA", "California State University, Stanislaus","Modesto City–County Airport",1378
"Modesto, CA", "Modesto City–County Airport","Caswell Memorial State Park",2075
"Monroe, LA", "Landry Vineyards LLC","Monroe Regional Airport",1380
"Monroe, LA", "African American Museum","University of Louisiana Monroe",829
"Monroe, LA", "Henry Bry Park","Landry Vineyards LLC",911
"Monroe, LA", "University of Louisiana Monroe","Monroe Regional Airport",438
"Monroe, LA", "Monroe Regional Airport","Henry Bry Park",763
"Monroe, MI", "William C. Sterling State Park","Newport Woods Airport",668
"Monroe, MI", "Heck Park","River Raisin Centre for the Arts",447
"Monroe, MI", "Monroe Parks & Recreation","William C. Sterling State Park",579
"Monroe, MI", "River Raisin Centre for the Arts","Newport Woods Airport",903
"Monroe, MI", "Newport Woods Airport","Monroe Parks & Recreation",977
"Montgomery, AL", "Montgomery Zoo & Mann Wildlife Learning Museum","Montgomery Regional Airport",986
"Montgomery, AL", "Montgomery Museum of Fine Arts","Alabama State University",826
"Montgomery, AL", "Rosa Parks Museum","Montgomery Zoo & Mann Wildlife Learning Museum",549
"Montgomery, AL", "Alabama State University","Montgomery Regional Airport",906
"Montgomery, AL", "Montgomery Regional Airport","Rosa Parks Museum",753
"Morgantown, WV", "Dents Run Covered Bridge","Morgantown Municipal Airport",1393
"Morgantown, WV", "Henry Clay Furnace","West Virginia University",1754
"Morgantown, WV", "Coopers Rock State Forest","Dents Run Covered Bridge",1488
"Morgantown, WV", "West Virginia University","Morgantown Municipal Airport",872
"Morgantown, WV", "Morgantown Municipal Airport","Coopers Rock State Forest",866
"Morristown, TN", "Bethesda Church","Kalitta Flying Services",1199
"Morristown, TN", "Panther Creek State Park","Walters State Community College",1212
"Morristown, TN", "City of Morristown Dog Park","Bethesda Church",405
"Morristown, TN", "Walters State Community College","Kalitta Flying Services",857
"Morristown, TN", "Kalitta Flying Services","City of Morristown Dog Park",901
"Mount Vernon-Anacortes, WA", "Mount Erie Summit Trail","Rosario Beach Marine Laboratory- Walla Walla University",813
"Mount Vernon-Anacortes, WA", "Larrabee State Park","Deception Pass State Park",3211
"Muncie, IN", "Cardinal Greenway Muncie Depot Trailhead","Delaware County Airport",493
"Muncie, IN", "Summit Lake State Park","Ball State University",1959
"Muncie, IN", "The Island Muncie","Cardinal Greenway Muncie Depot Trailhead",410
"Muncie, IN", "Ball State University","Delaware County Airport",551
"Muncie, IN", "Delaware County Airport","The Island Muncie",200
"Muskegon, MI", "Michigan's Adventure","Muskegon County Airport (MKG)",1308
"Muskegon, MI", "Muskegon State Park","Muskegon County Airport (MKG)",1532
"Muskegon, MI", "P. J. Hoffmaster State Park","Michigan's Adventure",1279
"Muskegon, MI", "Muskegon County Airport (MKG)","P. J. Hoffmaster State Park",429
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC", "North Carolina Botanical Garden","Apex Healthplex Heliport",1752
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC", "Old Well","University of North Carolina at Chapel Hill",412
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC", "Carolina Tiger Rescue","North Carolina Botanical Garden",1555
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC", "University of North Carolina at Chapel Hill","Apex Healthplex Heliport",1912
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC", "Apex Healthplex Heliport","Carolina Tiger Rescue",1319
"Napa, CA", "Domaine Carneros","Napa County Airport",736
"Napa, CA", "Six Flags Discovery Kingdom","Solano Community College",885
"Napa, CA", "Trinitas Cellars","Domaine Carneros",665
"Napa, CA", "Solano Community College","Napa County Airport",1064
"Napa, CA", "Napa County Airport","Trinitas Cellars",421
"Naples-Marco Island, FL", "Picayune Strand State Forest","Florida Panther National Wildlife Refuge",4687
"Nashville-Davidson--Murfreesboro--Franklin, TN", "Stones River National Battlefield","City of Murfreesboro Airport",709
"Nashville-Davidson--Murfreesboro--Franklin, TN", "Oaklands Mansion","Middle Tennessee State University",462
"Nashville-Davidson--Murfreesboro--Franklin, TN", "Lucky Ladd Farms","Stones River National Battlefield",1698
"Nashville-Davidson--Murfreesboro--Franklin, TN", "Middle Tennessee State University","City of Murfreesboro Airport",651
"Nashville-Davidson--Murfreesboro--Franklin, TN", "City of Murfreesboro Airport","Lucky Ladd Farms",1802
"New Bern, NC", "Tryon Palace","Coastal Carolina Regional Airport",519
"New Bern, NC", "Birthplace of Pepsi Cola","Craven Community College",694
"New Bern, NC", "Fort Totten Park","Tryon Palace",262
"New Bern, NC", "Craven Community College","Coastal Carolina Regional Airport",624
"New Bern, NC", "Coastal Carolina Regional Airport","Fort Totten Park",490
"New Haven-Milford, CT", "Yale University Art Gallery","Tweed New Haven Airport",965
"New Haven-Milford, CT", "James Dwight Dana House","Yale University",75
"New Haven-Milford, CT", "The Shore Line Trolley Museum","Yale University Art Gallery",846
"New Haven-Milford, CT", "Yale University","Tweed New Haven Airport",772
"New Haven-Milford, CT", "Tweed New Haven Airport","The Shore Line Trolley Museum",382
"New Orleans-Metairie, LA", "The National WWII Museum","Louis Armstrong New Orleans International Airport",1133
"New Orleans-Metairie, LA", "St. Louis Cathedral","The University of New Orleans",1160
"New Orleans-Metairie, LA", "Audubon Aquarium","The National WWII Museum",512
"New Orleans-Metairie, LA", "The University of New Orleans","Louis Armstrong New Orleans International Airport",1470
"New Orleans-Metairie, LA", "Louis Armstrong New Orleans International Airport","Audubon Aquarium",1557
"New York-Newark-Jersey City, NY-NJ-PA", "Six Flags Great Adventure","Ocean County Airport (MJX)",2077
"New York-Newark-Jersey City, NY-NJ-PA", "Popcorn Park Animal Refuge","Beth Medrash Govoha",2055
"New York-Newark-Jersey City, NY-NJ-PA", "Beth Medrash Govoha","Ocean County Airport (MJX)",1804
"New York-Newark-Jersey City, NY-NJ-PA", "Ocean County Airport (MJX)","Kingda Ka",2188
"Niles, MI", "Niles Scream Park","South Bend International Airport",969
"Niles, MI", "Studebaker National Museum","University of Notre Dame",825
"Niles, MI", "Potawatomi Zoo","Niles Scream Park",1761
"Niles, MI", "University of Notre Dame","South Bend International Airport",1107
"Niles, MI", "South Bend International Airport","Potawatomi Zoo",1244
"North Port-Sarasota-Bradenton, FL", "The John and Mable Ringling Museum of Art","Sarasota Bradenton International Airport",455
"North Port-Sarasota-Bradenton, FL", "Mote Marine Laboratory & Aquarium","Ringling College of Art and Design",792
"North Port-Sarasota-Bradenton, FL", "Marie Selby Botanical Gardens Downtown Sarasota campus","The John and Mable Ringling Museum of Art",681
"North Port-Sarasota-Bradenton, FL", "Ringling College of Art and Design","Sarasota Bradenton International Airport",510
"North Port-Sarasota-Bradenton, FL", "Sarasota Bradenton International Airport","Marie Selby Botanical Gardens Downtown Sarasota campus",917
"Norwich-New London, CT", "Fort Shantok Archeological District","Groton - New London Airport",1532
"Norwich-New London, CT", "Foxwoods Resort Casino","Connecticut College",1508
"Norwich-New London, CT", "Mystic Aquarium","Fort Shantok Archeological District",1644
"Norwich-New London, CT", "Connecticut College","Groton - New London Airport",654
"Norwich-New London, CT", "Groton - New London Airport","Mystic Aquarium",820
"Ocala, FL", "Florida Horse Park","Ocala International Airport",1311
"Ocala, FL", "The Canyons Zip Line and Adventure Park","College of Central Florida Ocala Campus",1000
"Ocala, FL", "Appleton Museum of Art","Florida Horse Park",1572
"Ocala, FL", "College of Central Florida Ocala Campus","Ocala International Airport",492
"Ocala, FL", "Ocala International Airport","Appleton Museum of Art",1382
"Ocean City, NJ", "Storybook Land","Atlantic City International Airport",505
"Ocean City, NJ", "Lucy the Elephant","Drama Kids International Inc",682
"Ocean City, NJ", "Atlantic City Boardwalk","Storybook Land",1057
"Ocean City, NJ", "Drama Kids International Inc","Atlantic City International Airport",1108
"Ocean City, NJ", "Atlantic City International Airport","Atlantic City Boardwalk",1141
"Odessa, TX", "Jim Parker Park","Midland International Air & Space Port",1069
"Odessa, TX", "Murry H. Fly Park","The University of Texas Permian Basin",358
"Odessa, TX", "Chris Kyle Memorial","Jim Parker Park",807
"Odessa, TX", "The University of Texas Permian Basin","Midland International Air & Space Port",1054
"Odessa, TX", "Midland International Air & Space Port","Chris Kyle Memorial",835
"Ogden-Clearfield, UT", "Snowbasin Resort","Ogden-Hinckley Airport",2282
"Ogden-Clearfield, UT", "Lagoon Amusement Park","Davis Technical College",696
"Ogden-Clearfield, UT", "Treehouse Children's Museum","Snowbasin Resort",2412
"Ogden-Clearfield, UT", "Davis Technical College","Ogden-Hinckley Airport",1250
"Ogden-Clearfield, UT", "Ogden-Hinckley Airport","Treehouse Children's Museum",623
"Oklahoma City, OK", "Oklahoma City National Memorial & Museum","Will Rogers World Airport",1018
"Oklahoma City, OK", "National Cowboy & Western Heritage Museum","Oklahoma City Community College",1130
"Oklahoma City, OK", "Frontier City","Oklahoma City National Memorial & Museum",1049
"Oklahoma City, OK", "Oklahoma City Community College","Will Rogers World Airport",578
"Oklahoma City, OK", "Will Rogers World Airport","Frontier City",1556
"Olympia-Lacey-Tumwater, WA", "Hands On Children's Museum","Flying Carpet Airport",1198
"Olympia-Lacey-Tumwater, WA", "Nisqually Red Wind Casino","The Evergreen State College",1862
"Olympia-Lacey-Tumwater, WA", "Rutledge Corn Maze LLC","Hands On Children's Museum",915
"Olympia-Lacey-Tumwater, WA", "The Evergreen State College","Flying Carpet Airport",1495
"Olympia-Lacey-Tumwater, WA", "Flying Carpet Airport","Rutledge Corn Maze LLC",601
"Omaha-Council Bluffs, NE-IA", "Joslyn Art Museum","North Omaha Airport",991
"Omaha-Council Bluffs, NE-IA", "Omaha Children's Museum","Creighton University",341
"Omaha-Council Bluffs, NE-IA", "The Durham Museum","Joslyn Art Museum",398
"Omaha-Council Bluffs, NE-IA", "Creighton University","North Omaha Airport",1009
"Omaha-Council Bluffs, NE-IA", "North Omaha Airport","The Durham Museum",1167
"Orlando-Kissimmee-Sanford, FL", "Orlando Science Center","Orlando Executive Airport",943
"Orlando-Kissimmee-Sanford, FL", "Universal's Islands of Adventure","Orange Technical College - South Campus",924
"Orlando-Kissimmee-Sanford, FL", "Harry P Leu Gardens","Orlando Science Center",447
"Orlando-Kissimmee-Sanford, FL", "Orange Technical College - South Campus","Orlando Executive Airport",1427
"Orlando-Kissimmee-Sanford, FL", "Orlando Executive Airport","Harry P Leu Gardens",605
"Oshkosh-Neenah, WI", "High Cliff State Park","Appleton International Airport",1640
"Oshkosh-Neenah, WI", "Bergstrom-Mahler Museum of Glass","UW-Oshkosh at Fox Cities",852
"Oshkosh-Neenah, WI", "The History Museum at the Castle","High Cliff State Park",1257
"Oshkosh-Neenah, WI", "UW-Oshkosh at Fox Cities","Appleton International Airport",822
"Oshkosh-Neenah, WI", "Appleton International Airport","The History Museum at the Castle",1086
"Owensboro, KY", "Kendall-Perkins Park","Owensboro-Daviess County Regional Airport",523
"Owensboro, KY", "Lincoln Pioneer Village and Museum","Kentucky Wesleyan College",1307
"Owensboro, KY", "English Park","Kendall-Perkins Park",227
"Owensboro, KY", "Kentucky Wesleyan College","Owensboro-Daviess County Regional Airport",543
"Owensboro, KY", "Owensboro-Daviess County Regional Airport","English Park",630
"Oxnard-Thousand Oaks-Ventura, CA", "Underwood Family Farms","Ventura County Sheriff Office—East Valley Station—Heliport",457
"Oxnard-Thousand Oaks-Ventura, CA", "El Matador State Beach","California Lutheran University",2719
"Oxnard-Thousand Oaks-Ventura, CA", "Escondido Falls","Underwood Family Farms",2763
"Oxnard-Thousand Oaks-Ventura, CA", "California Lutheran University","Ventura County Sheriff Office—East Valley Station—Heliport",521
"Oxnard-Thousand Oaks-Ventura, CA", "Ventura County Sheriff Office—East Valley Station—Heliport","Escondido Falls",2580
"Palm Bay-Melbourne-Titusville, FL", "Mathers Bridge","Melbourne Orlando International Airport",990
"Palm Bay-Melbourne-Titusville, FL", "Able Lock & Safe","Eastern Florida State College",1525
"Palm Bay-Melbourne-Titusville, FL", "Rikki Tiki Tavern","Mathers Bridge",1818
"Palm Bay-Melbourne-Titusville, FL", "Eastern Florida State College","Melbourne Orlando International Airport",2297
"Palm Bay-Melbourne-Titusville, FL", "Melbourne Orlando International Airport","Rikki Tiki Tavern",2485
"Panama City, FL", "Panama City Diving","Sandy Creek Airpark",1641
"Panama City, FL", "ZooWorld Zoological Park","Gulf Coast State College",470
"Panama City, FL", "Emerald Falls Family Recreation Center","Panama City Diving",410
"Panama City, FL", "Gulf Coast State College","Sandy Creek Airpark",1532
"Panama City, FL", "Sandy Creek Airpark","Emerald Falls Family Recreation Center",1916
"Parkersburg-Vienna, WV", "Hills Covered Bridge","Mid-Ohio Valley Regional Airport",1222
"Parkersburg-Vienna, WV", "Marietta Aquatic Center","Marietta College",430
"Parkersburg-Vienna, WV", "The Castle Historic House Museum","Hills Covered Bridge",927
"Parkersburg-Vienna, WV", "Marietta College","Mid-Ohio Valley Regional Airport",730
"Parkersburg-Vienna, WV", "Mid-Ohio Valley Regional Airport","The Castle Historic House Museum",836
"Pensacola-Ferry Pass-Brent, FL", "USS Massachusetts(BB-2)","Pensacola International Airport",2619
"Pensacola-Ferry Pass-Brent, FL", "Fort Pickens","University of West Florida",3216
"Pensacola-Ferry Pass-Brent, FL", "Splash City Adventures","USS Massachusetts(BB-2)",2683
"Pensacola-Ferry Pass-Brent, FL", "University of West Florida","Pensacola International Airport",1028
"Pensacola-Ferry Pass-Brent, FL", "Pensacola International Airport","Splash City Adventures",874
"Peoria, IL", "Detweiller Park","General Wayne A. Downing Peoria International Airport",1377
"Peoria, IL", "Par-A-Dice Hotel Casino","Bradley University",649
"Peoria, IL", "Peoria Riverfront Museum","Detweiller Park",805
"Peoria, IL", "Bradley University","General Wayne A. Downing Peoria International Airport",817
"Peoria, IL", "General Wayne A. Downing Peoria International Airport","Peoria Riverfront Museum",1047
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", "Henry Avenue Bridge","Philadelphia International Airport",1281
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", "Columbia Bridge","Drexel University",644
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", "Eastern State Penitentiary","Henry Avenue Bridge",1007
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", "Drexel University","Philadelphia International Airport",1018
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD", "Philadelphia International Airport","Eastern State Penitentiary",1121
"Phoenix-Mesa-Chandler, AZ", "Queen Creek Olive Mill","Falcon Field Airport",2145
"Phoenix-Mesa-Chandler, AZ", "Freestone District Park","Arizona State University Polytechnic Campus",1253
"Phoenix-Mesa-Chandler, AZ", "Red Mountain Park","Queen Creek Olive Mill",1596
"Phoenix-Mesa-Chandler, AZ", "Arizona State University Polytechnic Campus","Falcon Field Airport",1530
"Phoenix-Mesa-Chandler, AZ", "Falcon Field Airport","Red Mountain Park",755
"Pine Bluff, AR", "Saracen Landing","Pine Bluff Regional Airport",652
"Pine Bluff, AR", "Pine Bluff Historical Museum","University of Arkansas Pine Bluff",484
"Pine Bluff, AR", "Pine Bluff Regional Park","Saracen Landing",275
"Pine Bluff, AR", "University of Arkansas Pine Bluff","Pine Bluff Regional Airport",957
"Pine Bluff, AR", "Pine Bluff Regional Airport","Pine Bluff Regional Park",707
"Pittsburgh, PA", "Hundred Acres Manor Haunted House","SpringHill Suites by Marriott West Mifflin",656
"Pittsburgh, PA", "Children's Museum","Carnegie Mellon University",982
"Pittsburgh, PA", "Rivers Casino","Hundred Acres Manor Haunted House",1725
"Pittsburgh, PA", "Carnegie Mellon University","SpringHill Suites by Marriott West Mifflin",1546
"Pittsburgh, PA", "SpringHill Suites by Marriott West Mifflin","Rivers Casino",1527
"Pittsfield, MA", "Jiminy Peak Mountain Resort","Pittsfield Municipal Airport",1555
"Pittsfield, MA", "Berkshire Museum","Berkshire Community College",465
"Pittsfield, MA", "Norman Rockwell Museum","Jiminy Peak Mountain Resort",2250
"Pittsfield, MA", "Berkshire Community College","Pittsfield Municipal Airport",603
"Pittsfield, MA", "Pittsfield Municipal Airport","Norman Rockwell Museum",1204
"Pocatello, ID", "Shoshone-Bannock Casino Hotel","Pocatello Regional Airport",1009
"Pocatello, ID", "Bannock County Historical Museum","Idaho State University",452
"Pocatello, ID", "Pocatello Model Railroad and Historical Society","Shoshone-Bannock Casino Hotel",1116
"Pocatello, ID", "Idaho State University","Pocatello Regional Airport",923
"Pocatello, ID", "Pocatello Regional Airport","Pocatello Model Railroad and Historical Society",1002
"Portland-South Portland, ME", "Portland Museum of Art","Portland International Jetport",896
"Portland-South Portland, ME", "Allagash Brewing Company","Southern Maine Community College",1545
"Portland-South Portland, ME", "Two Lights State Park","Portland Museum of Art",1061
"Portland-South Portland, ME", "Southern Maine Community College","Portland International Jetport",1334
"Portland-South Portland, ME", "Portland International Jetport","Two Lights State Park",1719
"Portland-Vancouver-Hillsboro, OR-WA", "The Grotto","Portland International Airport",709
"Portland-Vancouver-Hillsboro, OR-WA", "Lan Su Chinese Garden","University Place Hotel & Conference Center",468
"Portland-Vancouver-Hillsboro, OR-WA", "Portland Art Museum","The Grotto",1130
"Portland-Vancouver-Hillsboro, OR-WA", "University Place Hotel & Conference Center","Portland International Airport",1340
"Portland-Vancouver-Hillsboro, OR-WA", "Portland International Airport","Portland Art Museum",1245
"Port St. Lucie, FL", "Sailfish Splash Waterpark","Florida Power and Light Nuclear Power Plant Heliport",1747
"Port St. Lucie, FL", "Indian Riverside Park","Indian River State College Massey Campus",2380
"Port St. Lucie, FL", "B&A Flea Market Stuart","Sailfish Splash Waterpark",368
"Port St. Lucie, FL", "Indian River State College Massey Campus","Florida Power and Light Nuclear Power Plant Heliport",1650
"Port St. Lucie, FL", "Florida Power and Light Nuclear Power Plant Heliport","B&A Flea Market Stuart",1639
"Poughkeepsie-Newburgh-Middletown, NY", "Dia Beacon","New York Stewart International Airport",1222
"Poughkeepsie-Newburgh-Middletown, NY", "Brotherhood, America's Oldest Winery","Cultural Center",1238
"Poughkeepsie-Newburgh-Middletown, NY", "Colden Mansion Ruins","Dia Beacon",960
"Poughkeepsie-Newburgh-Middletown, NY", "Cultural Center","New York Stewart International Airport",1047
"Poughkeepsie-Newburgh-Middletown, NY", "New York Stewart International Airport","Colden Mansion Ruins",595
"Prescott Valley-Prescott, AZ", "Sharlot Hall Museum","Prescott Regional Airport (PRC)",1090
"Prescott Valley-Prescott, AZ", "Yavapai Casino","Embry-Riddle Aeronautical University Prescott Campus",982
"Prescott Valley-Prescott, AZ", "George Andersen Park","Sharlot Hall Museum",1475
"Prescott Valley-Prescott, AZ", "Embry-Riddle Aeronautical University Prescott Campus","Prescott Regional Airport (PRC)",627
"Prescott Valley-Prescott, AZ", "Prescott Regional Airport (PRC)","George Andersen Park",1191
"Providence-Warwick, RI-MA", "Nashoba Valley Ski Area","Laurence G. Hanscom Field",1725
"Providence-Warwick, RI-MA", "deCordova Sculpture Park and Museum","Middlesex Community College",1370
